
[00:00:00.000 --> 00:00:03.440]   (upbeat music)
[00:46:53.680 --> 00:46:55.960]   That's why I kind of use the bigger numbers
[00:46:55.960 --> 00:46:58.360]   'cause it's hard to say whether, you know,
[00:46:58.360 --> 00:47:02.560]   significant progress where GPT-5 arrives in a year or in five.
[00:47:02.560 --> 00:47:03.840]   Probably not more than that,
[00:47:03.840 --> 00:47:07.800]   or at least that's a decent guess, but it might take a while.
[00:47:07.800 --> 00:47:10.680]   And then the second, then probably the bigger slowdown factor
[00:47:10.680 --> 00:47:11.880]   is that of change.
[00:47:11.880 --> 00:47:15.720]   And the notion of how do we interact with code like that?
[00:47:15.720 --> 00:47:19.000]   And some of that is making the system work
[00:47:19.000 --> 00:47:22.840]   to the assumptions that we perceive to be necessary today.
[00:47:22.840 --> 00:47:26.840]   So like we're very used to machines being deterministic.
[00:47:26.840 --> 00:47:28.760]   You should tell it something, it does the thing you want.
[00:47:28.760 --> 00:47:31.280]   And by the way, like people that are less technical
[00:47:31.280 --> 00:47:32.880]   oftentimes don't have that expectation.
[00:47:32.880 --> 00:47:35.080]   They've encountered the finicky machines.
[00:47:35.080 --> 00:47:38.440]   And for many of them, one or the other, it is kind of magic.
[00:47:38.440 --> 00:47:39.960]   I mean, it works or it doesn't work.
[00:47:39.960 --> 00:47:42.000]   And the computer doesn't let me do this
[00:47:42.000 --> 00:47:44.280]   is a common perspective.
[00:47:44.280 --> 00:47:46.560]   But so some of it is like getting the new machines
[00:47:46.560 --> 00:47:48.720]   to behave to our expectation.
[00:47:48.720 --> 00:47:52.320]   And some of it is learning how to adapt our expectations.
[00:47:52.320 --> 00:47:54.840]   So if we're referring to yet another sort of episode
[00:47:54.840 --> 00:47:56.480]   in the podcast, but like I spoke to Caleb Sima,
[00:47:56.480 --> 00:47:59.040]   who's a big security guy, like love his thinking.
[00:47:59.040 --> 00:48:00.600]   And we have this interesting conversation
[00:48:00.600 --> 00:48:04.280]   about how to think about security scanning
[00:48:04.280 --> 00:48:05.200]   in the lens of AI.
[00:48:05.200 --> 00:48:08.920]   Like if you have an ability to scan your software
[00:48:08.920 --> 00:48:12.760]   and it does, let's say typically does a better job
[00:48:12.760 --> 00:48:14.720]   at finding vulnerabilities that are there
[00:48:14.720 --> 00:48:16.400]   and not giving you alerts about vulnerabilities
[00:48:16.400 --> 00:48:17.720]   that are not there.
[00:48:17.720 --> 00:48:21.360]   But two times out of 10 or one time out of 10,
[00:48:21.360 --> 00:48:24.040]   it misses things or it just sort of hallucinates code.
[00:48:24.040 --> 00:48:26.160]   Like maybe for false positives or so, okay,
[00:48:26.160 --> 00:48:27.800]   but let's just sort of say it misses things.
[00:48:27.800 --> 00:48:30.120]   So you have code, you know, it's been blessed,
[00:48:30.120 --> 00:48:31.240]   you've deployed it to production
[00:48:31.240 --> 00:48:33.320]   and it turns out it just forgot to tell you
[00:48:33.320 --> 00:48:35.480]   about something or sort of listening.
[00:48:35.480 --> 00:48:37.880]   All in all, I think that's a better system
[00:48:37.880 --> 00:48:41.560]   if it's better enough in its accuracy, but it's weird.
[00:48:41.560 --> 00:48:43.480]   It's like it's sort of required really rethinking
[00:48:43.480 --> 00:48:45.560]   how do you do the methodology for security?
[00:48:45.560 --> 00:48:48.960]   So I think there are just many, many, many cases like that.
[00:48:48.960 --> 00:48:51.040]   So if you go further into the society
[00:48:51.040 --> 00:48:52.480]   and into people that are not coding today,
[00:48:52.480 --> 00:48:55.680]   that change is even slower because you also have to remove fear
[00:48:55.680 --> 00:48:56.840]   and you might need the generation.
[00:48:56.840 --> 00:48:59.960]   You might need, you know, the kids that sort of grow up
[00:48:59.960 --> 00:49:02.520]   with this type of tech and build them out.
[00:49:02.520 --> 00:49:04.880]   So, you know, on top of that, there's regulations
[00:49:04.880 --> 00:49:07.760]   and there's other things, but like change society humans,
[00:49:07.760 --> 00:49:10.120]   they're the slowdown factors, not the tech.
[00:49:10.120 --> 00:49:13.200]   - And I think we actually didn't really talk too much
[00:49:13.200 --> 00:49:14.760]   about Tesla.
[00:49:14.760 --> 00:49:16.840]   I know everything is early.
[00:49:16.840 --> 00:49:18.000]   I think we got to the point now,
[00:49:18.000 --> 00:49:20.520]   you're talking, working on something about spec
[00:49:20.520 --> 00:49:23.040]   and you're working something around the community.
[00:49:23.040 --> 00:49:24.160]   Maybe tied up both here.
[00:49:24.160 --> 00:49:25.120]   What is Tesla?
[00:49:25.120 --> 00:49:27.840]   How do you want to describe Tesla today to our audiences?
[00:49:27.840 --> 00:49:30.040]   And I guess you were talking about the conference.
[00:49:30.040 --> 00:49:33.520]   That's probably one big way to learn about your community.
[00:49:33.520 --> 00:49:35.280]   But what will people wait to start getting to learn
[00:49:35.280 --> 00:49:37.360]   more about your product as well?
[00:49:37.360 --> 00:49:38.280]   - Yeah.
[00:49:38.280 --> 00:49:40.920]   So, Tesla is two things maybe.
[00:49:40.920 --> 00:49:44.400]   Like on one hand, we are looking to be a driving force
[00:49:44.400 --> 00:49:47.480]   and getting this community that we call the AI native dev.
[00:49:48.440 --> 00:49:50.880]   And so, you know, there's the podcast,
[00:49:50.880 --> 00:49:52.240]   check in to sort of tune into that,
[00:49:52.240 --> 00:49:55.040]   you know, join the conference on November 21st.
[00:49:55.040 --> 00:49:56.720]   And we're going to have more and more activities
[00:49:56.720 --> 00:49:59.480]   to just facilitate this conversation, right?
[00:49:59.480 --> 00:50:01.400]   Get people thinking far ahead
[00:50:01.400 --> 00:50:04.160]   because like so much of the conversation today is about today.
[00:50:04.160 --> 00:50:06.640]   And by the way, a lot of the tools of today
[00:50:06.640 --> 00:50:09.400]   are useful facilitators of the conversation but tomorrow.
[00:50:09.400 --> 00:50:11.000]   You know, how do you, like when you think about tests,
[00:50:11.000 --> 00:50:12.760]   you think about documentation generation.
[00:50:12.760 --> 00:50:14.600]   Some tools I think are a little bit less so
[00:50:14.600 --> 00:50:16.040]   like code completion, you know,
[00:50:16.040 --> 00:50:17.600]   that's maybe a little bit less.
[00:50:17.600 --> 00:50:19.880]   The other part of Tesla, the primary part of Tesla maybe,
[00:50:19.880 --> 00:50:20.840]   is the platform.
[00:50:20.840 --> 00:50:23.920]   And so what we're building is we're building a platform
[00:50:23.920 --> 00:50:25.680]   for AI native development.
[00:50:25.680 --> 00:50:28.480]   We want that platform to be open and usable by many.
[00:50:28.480 --> 00:50:31.160]   And so we're building it with that line of sight.
[00:50:31.160 --> 00:50:32.320]   It doesn't work yet.
[00:50:32.320 --> 00:50:35.240]   It's still closed.
[00:50:35.240 --> 00:50:37.680]   What you can do is you can go to tessel.io
[00:50:37.680 --> 00:50:40.640]   or tessel.ai will route you to tessel.io,
[00:50:40.640 --> 00:50:41.680]   and join the waitlist.
[00:50:41.680 --> 00:50:45.600]   And we hope as soon as we can to make this,
[00:50:45.600 --> 00:50:48.680]   to get more and more people in to produce software
[00:50:48.680 --> 00:50:49.880]   in this fashion.
[00:50:49.880 --> 00:50:52.360]   What I will say is it's a new paradigm.
[00:50:52.360 --> 00:50:53.560]   And it's big.
[00:50:53.560 --> 00:50:56.440]   And I'm a believer that you have to get the product out there
[00:50:56.440 --> 00:50:59.440]   and give users the opportunity to tell you that it sucks
[00:50:59.440 --> 00:51:01.760]   so that you can ask them why and you can fix that
[00:51:01.760 --> 00:51:03.160]   and you can evolve it.
[00:51:03.160 --> 00:51:06.640]   And in the case of a new development paradigm and platform,
[00:51:06.640 --> 00:51:09.080]   it takes a while to build even that MVP.
[00:51:09.080 --> 00:51:10.800]   But it's still that MVP that we're going to build
[00:51:10.800 --> 00:51:11.640]   at the beginning.
[00:51:11.640 --> 00:51:13.760]   And so what I would say is if this is interesting,
[00:51:13.760 --> 00:51:16.560]   if you want to be part of what is the future of software
[00:51:16.560 --> 00:51:18.200]   development, if you want to be a voice in it,
[00:51:18.200 --> 00:51:20.160]   join the community, learn about it,
[00:51:20.160 --> 00:51:21.680]   share your opinions and such.
[00:51:21.680 --> 00:51:24.320]   If you want to try out what I think will be the first
[00:51:24.320 --> 00:51:26.960]   and hopefully one of the key tools in the domain,
[00:51:26.960 --> 00:51:29.960]   then join the waitlist and hopefully try out the product.
[00:51:29.960 --> 00:51:32.800]   And just the expectation is we want the early adopters.
[00:51:32.800 --> 00:51:34.480]   It's going to have some things that you'd say,
[00:51:34.480 --> 00:51:35.400]   wow, this is awesome.
[00:51:35.400 --> 00:51:36.360]   And it's going to have some things.
[00:51:36.360 --> 00:51:38.160]   It's going to say, well, we'll have this sucks.
[00:51:38.160 --> 00:51:40.720]   And I guess our hope is instead of just renting about it
[00:51:40.720 --> 00:51:41.960]   or sort of shutting your browser window
[00:51:41.960 --> 00:51:44.880]   and not returning again, you tell us this sucks
[00:51:44.880 --> 00:51:46.040]   and work with us to fix it.
[00:51:46.040 --> 00:51:48.640]   - I'm super excited to play around with myself.
[00:51:48.640 --> 00:51:50.280]   I've been waiting for almost a year.
[00:51:50.280 --> 00:51:52.040]   So it's going to be a good time.
[00:51:52.040 --> 00:51:53.520]   I have one question.
[00:51:53.520 --> 00:51:56.600]   We have a lot of entrepreneurs or one of the entrepreneurs
[00:51:56.600 --> 00:51:58.720]   that are trying to figure out what to do.
[00:51:58.720 --> 00:52:00.120]   I'm curious, as you build tests,
[00:52:00.120 --> 00:52:01.520]   and as you thought about this,
[00:52:01.520 --> 00:52:03.720]   do you think this wave or the shift
[00:52:03.720 --> 00:52:04.880]   to AI native software development,
[00:52:04.880 --> 00:52:06.920]   do you think this is a wave of creative destruction
[00:52:06.920 --> 00:52:09.080]   that results in many new companies?
[00:52:09.080 --> 00:52:12.520]   Or do you think this is a wave that gives you,
[00:52:12.520 --> 00:52:14.520]   it basically becomes an enduring advantage
[00:52:14.520 --> 00:52:15.560]   to the existing incumbents?
[00:52:15.560 --> 00:52:17.360]   I'm kind of curious how you think about that
[00:52:17.360 --> 00:52:19.640]   because there's lots of people who are very excited
[00:52:19.640 --> 00:52:22.480]   about AI and there's an opportunity.
[00:52:22.480 --> 00:52:24.600]   From my perspective, we reinvent a lot
[00:52:24.600 --> 00:52:25.880]   of how we think about software development
[00:52:25.880 --> 00:52:28.480]   and always represents an opportunity
[00:52:28.480 --> 00:52:30.640]   for new company creation and new category creation.
[00:52:30.640 --> 00:52:32.440]   So I'm kind of curious, for those aspiring folks
[00:52:32.440 --> 00:52:33.440]   that are looking to go start
[00:52:33.440 --> 00:52:35.160]   or looking to join a new company,
[00:52:35.160 --> 00:52:36.280]   how's your mental model there?
[00:52:36.280 --> 00:52:38.200]   In terms of, is it this a thing
[00:52:38.200 --> 00:52:39.720]   that's going to really reward incumbents
[00:52:39.720 --> 00:52:41.600]   or is this a thing that is a creative destruction
[00:52:41.600 --> 00:52:44.760]   that's going to enable us to reinvent a lot of stuff?
[00:52:44.760 --> 00:52:49.000]   Yeah, I think the trust axis
[00:52:49.000 --> 00:52:51.360]   is more in favor of the incumbents
[00:52:51.360 --> 00:52:55.520]   because fundamentally it boils down to building IP,
[00:52:55.520 --> 00:52:56.840]   it boils down to having data
[00:52:56.840 --> 00:52:59.000]   to be able to optimize that IP.
[00:52:59.000 --> 00:53:01.680]   And so you can potentially win there,
[00:53:01.680 --> 00:53:03.280]   but I think mostly if you're talking about something
[00:53:03.280 --> 00:53:04.360]   that's at the bottom left
[00:53:04.360 --> 00:53:06.320]   or going up the trust axis,
[00:53:06.320 --> 00:53:07.920]   then I think you're better off thinking
[00:53:07.920 --> 00:53:08.880]   about this as an acquisition.
[00:53:08.880 --> 00:53:10.200]   All you're doing is you're outrunning
[00:53:10.200 --> 00:53:12.040]   the big companies 'cause it's still bigger
[00:53:12.040 --> 00:53:13.560]   and you're trying to be friendly to them
[00:53:13.560 --> 00:53:14.400]   and they might acquire you
[00:53:14.400 --> 00:53:15.240]   and the numbers are big.
[00:53:15.240 --> 00:53:16.720]   You know, that's a legit strategy
[00:53:16.720 --> 00:53:17.800]   for people finding a company.
[00:53:17.800 --> 00:53:19.040]   It's sort of not interesting to me
[00:53:19.040 --> 00:53:20.720]   as someone who's sort of found its niche
[00:53:20.720 --> 00:53:22.000]   and looks to something big,
[00:53:22.000 --> 00:53:25.280]   but it's legit, you can sort of say
[00:53:25.280 --> 00:53:26.560]   that that's what I did when I first start up.
[00:53:26.560 --> 00:53:29.120]   It wasn't as intentional, but it worked out
[00:53:29.120 --> 00:53:30.840]   put me in a good place to start sneak.
[00:53:30.840 --> 00:53:32.160]   So that's one path.
[00:53:32.160 --> 00:53:35.120]   The change path, I think, is still favorable
[00:53:35.120 --> 00:53:36.960]   to the disruptors.
[00:53:36.960 --> 00:53:39.920]   And I think the mistakes that people make
[00:53:39.920 --> 00:53:42.200]   or the most common mistake that people make
[00:53:42.200 --> 00:53:43.320]   as they found company
[00:53:43.320 --> 00:53:45.800]   is that they don't think long-term enough.
[00:53:45.800 --> 00:53:49.280]   And this is just a very, very fast moving space.
[00:53:49.280 --> 00:53:52.840]   And so you have to have a view that is a bit contrarian,
[00:53:52.840 --> 00:53:54.080]   that is a bit hard to believe.
[00:53:54.080 --> 00:53:57.240]   If everybody nods when you tell them about the story,
[00:53:57.240 --> 00:53:59.720]   something is missing, something you're not thinking
[00:53:59.720 --> 00:54:01.160]   far out enough.
[00:54:01.160 --> 00:54:04.600]   And so I do think that there needs to be some boldness
[00:54:04.600 --> 00:54:05.680]   and some long-term path,
[00:54:05.680 --> 00:54:08.040]   but I think that change,
[00:54:08.040 --> 00:54:10.840]   the same dynamics that always exist remain.
[00:54:10.840 --> 00:54:13.760]   It is the existing players, the existing incumbents,
[00:54:13.760 --> 00:54:16.040]   they control the existing workflows.
[00:54:16.040 --> 00:54:18.200]   And it is in their best interest
[00:54:18.200 --> 00:54:20.200]   to maintain these existing workflows
[00:54:20.200 --> 00:54:21.200]   as long as possible.
[00:54:21.200 --> 00:54:25.360]   And everything about those companies is wired to maintain it.
[00:54:25.360 --> 00:54:27.840]   Of course, some of them will manage to kind of break out
[00:54:27.840 --> 00:54:29.360]   of the innovators dilemma,
[00:54:29.360 --> 00:54:31.600]   so this counter-positioning path.
[00:54:31.600 --> 00:54:32.440]   But most won't.
[00:54:32.440 --> 00:54:35.040]   And so I think those are the opportunities
[00:54:35.040 --> 00:54:38.040]   to go after, they're scarier and they are harder.
[00:54:38.040 --> 00:54:40.320]   And as I said, I think starting a company in the AI space
[00:54:40.320 --> 00:54:45.360]   right now is actually higher risk than typical.
[00:54:45.360 --> 00:54:49.240]   But I think the only two kind of truly viable paths
[00:54:49.240 --> 00:54:52.560]   are one is build a company that outruns the big companies
[00:54:52.560 --> 00:54:54.560]   in a plan to be acquired
[00:54:54.560 --> 00:54:57.160]   or build something that's a bit wild
[00:54:57.160 --> 00:54:59.160]   and that goes further out.
[00:54:59.160 --> 00:55:00.640]   Some of this is true in general.
[00:55:00.640 --> 00:55:02.040]   Like when I angel invest a day,
[00:55:02.040 --> 00:55:03.800]   you know, 100 investments later,
[00:55:03.800 --> 00:55:05.960]   then it kind of counts the leap to faith.
[00:55:05.960 --> 00:55:08.160]   And clearly, if you talk to a company
[00:55:08.160 --> 00:55:09.560]   and you need to have like 10 leaps of faith,
[00:55:09.560 --> 00:55:13.120]   so whether to invest in them or not is a problem.
[00:55:13.120 --> 00:55:14.680]   But if there are zero, that's a problem.
[00:55:14.680 --> 00:55:17.680]   That to me is like a bad, something here is obvious.
[00:55:17.680 --> 00:55:18.960]   And in the world of AI,
[00:55:18.960 --> 00:55:22.120]   it probably means there's like 100 reasonably funded
[00:55:22.120 --> 00:55:23.920]   companies that you just haven't heard of them
[00:55:23.920 --> 00:55:25.840]   because they're too small, they're like you, right?
[00:55:25.840 --> 00:55:28.040]   There might be, there hasn't been enough time
[00:55:28.040 --> 00:55:30.720]   for any of them to become a player.
[00:55:30.720 --> 00:55:32.160]   But rest assured, there's funding.
[00:55:32.160 --> 00:55:34.320]   There are smart people and there's a lot of attention.
[00:55:34.320 --> 00:55:35.760]   And so more companies will be around.
[00:55:35.760 --> 00:55:38.520]   So you have to have something a bit wild,
[00:55:38.520 --> 00:55:40.640]   a bit contrarian that, of course, you believe in,
[00:55:40.640 --> 00:55:43.320]   you're not just like creating a funky tale
[00:55:43.320 --> 00:55:46.320]   if you're committing your time to it for it to be worth it.
[00:55:46.320 --> 00:55:47.600]   And I guess maybe like the other advice
[00:55:47.600 --> 00:55:50.200]   that I would have is, you know, another common saying
[00:55:50.200 --> 00:55:53.320]   that I have for founders is nobody cares about your product
[00:55:53.320 --> 00:55:56.280]   and they care about the problem that you're solving for them.
[00:55:56.280 --> 00:55:58.080]   And so in the world of AI,
[00:55:58.080 --> 00:56:00.480]   you have to think about problems
[00:56:00.480 --> 00:56:05.080]   that will become greater over time that they're real problems.
[00:56:05.080 --> 00:56:07.400]   And I think a lot of people find problems today
[00:56:07.400 --> 00:56:09.920]   in the AI ecosystem.
[00:56:09.920 --> 00:56:11.600]   Those are the high execution mode.
[00:56:11.600 --> 00:56:14.080]   Like it's obvious to many people that those are problems.
[00:56:14.080 --> 00:56:15.840]   They might be solved by their platform,
[00:56:15.840 --> 00:56:18.200]   might be a fix and shovels things.
[00:56:18.200 --> 00:56:20.080]   So it's really an execution game over there
[00:56:20.080 --> 00:56:21.760]   if you want to win that.
[00:56:21.760 --> 00:56:23.760]   But I think the interesting ones is to think about,
[00:56:23.760 --> 00:56:28.760]   okay, what would happen when legal reviews are very common
[00:56:29.120 --> 00:56:32.160]   or like are done so much more easily because of AI?
[00:56:32.160 --> 00:56:36.240]   Would it make the judicial system collapse?
[00:56:36.240 --> 00:56:38.200]   So should I build something for judges
[00:56:38.200 --> 00:56:39.960]   that sort of does this, but what about bias?
[00:56:39.960 --> 00:56:42.480]   Or maybe what happens in the pharma, I don't know,
[00:56:42.480 --> 00:56:44.320]   whatever it is that is in your space,
[00:56:44.320 --> 00:56:47.440]   think about it from the lens of understand the ecosystem,
[00:56:47.440 --> 00:56:50.440]   understand the pains, anticipate the best you can.
[00:56:50.440 --> 00:56:52.840]   What would be the pains that evolve here?
[00:56:52.840 --> 00:56:53.840]   Then try to figure it out.
[00:56:53.840 --> 00:56:55.960]   Once again, many, many leaps of faith here.
[00:56:55.960 --> 00:56:57.160]   You have to have some conviction in it.
[00:56:57.160 --> 00:56:59.800]   You have to be convincing about that.
[00:56:59.800 --> 00:57:01.920]   But then you can build a sustainable
[00:57:01.920 --> 00:57:04.120]   kind of long-term differentiated company.
[00:57:04.120 --> 00:57:05.880]   - Amazing.
[00:57:05.880 --> 00:57:08.080]   I guess lasting for our audience.
[00:57:08.080 --> 00:57:10.680]   Where can we all follow the center
[00:57:10.680 --> 00:57:15.680]   of all AI developer movement, which is Guy and Tesla?
[00:57:15.680 --> 00:57:18.440]   What social channels or places people should sign up for?
[00:57:18.440 --> 00:57:24.520]   - So for the company, it's tessell.io, T-S-S-L-L-I-O.
[00:57:25.200 --> 00:57:28.760]   You can also go to ainativedev.io.
[00:57:28.760 --> 00:57:29.960]   I love the .io domain.
[00:57:29.960 --> 00:57:32.240]   I find that represents development too.
[00:57:32.240 --> 00:57:34.760]   So although we bought the .ai, again, it's not about
[00:57:34.760 --> 00:57:35.600]   the fact that it's AI.
[00:57:35.600 --> 00:57:38.040]   It's about the fact that it's a development.
[00:57:38.040 --> 00:57:39.520]   So we routed there.
[00:57:39.520 --> 00:57:41.840]   Me personally, I mean, Guy Pajarni,
[00:57:41.840 --> 00:57:46.840]   there's unfortunately, Pajarni is sufficiently uncommon
[00:57:46.840 --> 00:57:50.320]   that you can find me on the Twitter's and the LinkedIn's.
[00:57:50.320 --> 00:57:52.880]   And I'm probably most active on LinkedIn.
[00:57:52.880 --> 00:57:57.360]   So if you follow me on LinkedIn, that's probably best.
[00:57:57.360 --> 00:57:58.920]   We do have a newsletter as well.
[00:57:58.920 --> 00:58:01.680]   So if you go to tessell.io, you'll find yourself either
[00:58:01.680 --> 00:58:04.840]   able to register at the newsletter or join the conference,
[00:58:04.840 --> 00:58:07.240]   or you can sign for the waitlist.
[00:58:07.240 --> 00:58:09.840]   All of those are in good cases to be involved.
[00:58:09.840 --> 00:58:11.720]   Lots and lots and lots to discover.
[00:58:11.720 --> 00:58:14.280]   And I think fascinating conversations.
[00:58:14.280 --> 00:58:15.400]   Like you can be a believer.
[00:58:15.400 --> 00:58:17.240]   You can be a non-believer.
[00:58:17.240 --> 00:58:19.000]   You can think the path is not.
[00:58:19.000 --> 00:58:21.760]   But I've yet to really find anybody that doesn't think
[00:58:21.760 --> 00:58:24.040]   the conversation is interesting.
[00:58:24.040 --> 00:58:24.880]   - Awesome.
[00:58:24.880 --> 00:58:25.720]   Thank you so much Guy.
[00:58:25.720 --> 00:58:27.880]   This has been really insightful.
[00:58:27.880 --> 00:58:29.200]   And Tim and I really enjoyed it.
[00:58:29.200 --> 00:58:31.280]   And I think this is a great one that we've done.
[00:58:31.280 --> 00:58:34.240]   So I hope you have a, well, I can't wait for the AI native
[00:58:34.240 --> 00:58:36.040]   DevCon to be honest.
[00:58:36.040 --> 00:58:36.880]   - Thank you.
[00:58:36.880 --> 00:58:37.720]   Thanks for having me on.
[00:58:37.720 --> 00:58:40.300]   (upbeat music)
[00:58:40.300 --> 00:58:42.880]   (upbeat music)
[00:58:42.880 --> 00:58:50.540]   [BLANK_AUDIO]

